interaction_id,ticket_id,occurred_at,actor,kind,body
INTERACTION-0101194,TICKET-005597,2026-07-18T12:53:00Z,assist,suggestion_sent,First response.
INTERACTION-0101195,TICKET-005598,2026-07-03T14:07:00Z,customer,message,Initial report.
INTERACTION-0101196,TICKET-005598,2026-07-03T16:03:00Z,agent,message,First response.
INTERACTION-0101197,TICKET-005599,2026-07-09T18:34:00Z,customer,message,Initial report.
INTERACTION-0101198,TICKET-005599,2026-07-09T19:03:00Z,agent,message,First response.
INTERACTION-0101199,TICKET-005600,2026-07-21T18:41:00Z,customer,message,Initial report.
INTERACTION-0101200,TICKET-005600,2026-07-21T21:51:00Z,agent,message,First response.
INTERACTION-0101201,TICKET-005601,2026-07-08T07:21:00Z,customer,message,Initial report.
INTERACTION-0101202,TICKET-005601,2026-07-08T09:48:00Z,agent,message,First response.
INTERACTION-0101203,TICKET-005602,2026-07-14T18:08:00Z,customer,message,Initial report.
INTERACTION-0101204,TICKET-005602,2026-07-14T19:22:00Z,agent,message,First response.
INTERACTION-0101205,TICKET-005603,2026-07-24T13:21:00Z,customer,message,Initial report.
INTERACTION-0101206,TICKET-005603,2026-07-24T14:31:00Z,agent,message,First response.
INTERACTION-0101207,TICKET-005604,2026-07-01T14:52:00Z,customer,message,Initial report.
INTERACTION-0101208,TICKET-005604,2026-07-01T15:13:00Z,assist,suggestion_sent,First response.
INTERACTION-0101209,TICKET-005605,2026-07-03T07:19:00Z,customer,message,Initial report.
INTERACTION-0101210,TICKET-005605,2026-07-03T07:48:00Z,assist,suggestion_sent,First response.
INTERACTION-0101211,TICKET-005606,2026-07-16T08:31:00Z,customer,message,Initial report.
INTERACTION-0101212,TICKET-005606,2026-07-16T08:43:00Z,assist,suggestion_sent,First response.
INTERACTION-0101213,TICKET-005607,2026-07-16T15:33:00Z,customer,message,Initial report.
INTERACTION-0101214,TICKET-005607,2026-07-16T16:16:00Z,agent,message,First response.
INTERACTION-0101215,TICKET-005608,2026-07-11T10:21:00Z,customer,message,Initial report.
INTERACTION-0101216,TICKET-005608,2026-07-11T11:56:00Z,agent,message,First response.
INTERACTION-0101217,TICKET-005609,2026-07-15T09:56:00Z,customer,message,Initial report.
INTERACTION-0101218,TICKET-005609,2026-07-15T10:10:00Z,assist,suggestion_sent,First response.
INTERACTION-0101219,TICKET-005610,2026-07-23T18:17:00Z,customer,message,Initial report.
INTERACTION-0101220,TICKET-005610,2026-07-23T21:15:00Z,agent,message,First response.
INTERACTION-0101221,TICKET-005611,2026-07-08T13:51:00Z,customer,message,Initial report.
INTERACTION-0101222,TICKET-005611,2026-07-08T15:45:00Z,agent,message,First response.
INTERACTION-0101223,TICKET-005612,2026-07-24T12:21:00Z,customer,message,Initial report.
INTERACTION-0101224,TICKET-005612,2026-07-24T12:51:00Z,assist,suggestion_sent,First response.
INTERACTION-0101225,TICKET-005613,2026-07-04T09:11:00Z,customer,message,Initial report.
INTERACTION-0101226,TICKET-005613,2026-07-04T09:50:00Z,assist,suggestion_sent,First response.
INTERACTION-0101227,TICKET-005614,2026-07-14T13:29:00Z,customer,message,Initial report.
INTERACTION-0101228,TICKET-005614,2026-07-14T13:52:00Z,assist,suggestion_sent,First response.
INTERACTION-0101229,TICKET-005615,2026-07-01T13:23:00Z,customer,message,Initial report.
INTERACTION-0101230,TICKET-005615,2026-07-01T13:47:00Z,assist,suggestion_sent,First response.
INTERACTION-0101231,TICKET-005616,2026-07-19T07:59:00Z,customer,message,Initial report.
INTERACTION-0101232,TICKET-005616,2026-07-19T09:02:00Z,agent,message,First response.
INTERACTION-0101233,TICKET-005617,2026-07-09T16:53:00Z,customer,message,Initial report.
INTERACTION-0101234,TICKET-005617,2026-07-09T17:32:00Z,assist,suggestion_sent,First response.
INTERACTION-0101235,TICKET-005618,2026-07-24T14:22:00Z,customer,message,Initial report.
INTERACTION-0101236,TICKET-005618,2026-07-24T14:56:00Z,assist,suggestion_sent,First response.
INTERACTION-0101237,TICKET-005619,2026-07-25T16:17:00Z,customer,message,Initial report.
INTERACTION-0101238,TICKET-005619,2026-07-25T18:35:00Z,agent,message,First response.
INTERACTION-0101239,TICKET-005620,2026-07-08T13:56:00Z,customer,message,Initial report.
INTERACTION-0101240,TICKET-005620,2026-07-08T14:36:00Z,assist,suggestion_sent,First response.
INTERACTION-0101241,TICKET-005621,2026-07-22T11:51:00Z,customer,message,Initial report.
INTERACTION-0101242,TICKET-005621,2026-07-22T12:14:00Z,assist,suggestion_sent,First response.
INTERACTION-0101243,TICKET-005622,2026-07-16T14:52:00Z,customer,message,Initial report.
INTERACTION-0101244,TICKET-005622,2026-07-16T20:06:00Z,agent,message,First response.
INTERACTION-0101245,TICKET-005623,2026-07-05T17:06:00Z,customer,message,Initial report.
INTERACTION-0101246,TICKET-005623,2026-07-05T17:20:00Z,assist,suggestion_sent,First response.
INTERACTION-0101247,TICKET-005624,2026-07-12T09:28:00Z,customer,message,Initial report.
INTERACTION-0101248,TICKET-005624,2026-07-12T11:28:00Z,agent,message,First response.
INTERACTION-0101249,TICKET-005625,2026-07-04T07:54:00Z,customer,message,Initial report.
INTERACTION-0101250,TICKET-005625,2026-07-04T10:08:00Z,agent,message,First response.
INTERACTION-0101251,TICKET-005626,2026-07-17T13:30:00Z,customer,message,Initial report.
INTERACTION-0101252,TICKET-005626,2026-07-17T16:37:00Z,agent,message,First response.
INTERACTION-0101253,TICKET-005627,2026-07-06T18:47:00Z,customer,message,Initial report.
INTERACTION-0101254,TICKET-005627,2026-07-06T20:08:00Z,agent,message,First response.
INTERACTION-0101255,TICKET-005628,2026-07-17T14:25:00Z,customer,message,Initial report.
INTERACTION-0101256,TICKET-005628,2026-07-17T17:28:00Z,agent,message,First response.
INTERACTION-0101257,TICKET-005629,2026-07-19T17:24:00Z,customer,message,Initial report.
INTERACTION-0101258,TICKET-005629,2026-07-19T19:24:00Z,agent,message,First response.
INTERACTION-0101259,TICKET-005630,2026-07-04T17:38:00Z,customer,message,Initial report.
INTERACTION-0101260,TICKET-005630,2026-07-04T18:16:00Z,assist,suggestion_sent,First response.
INTERACTION-0101261,TICKET-005631,2026-07-19T08:04:00Z,customer,message,Initial report.
INTERACTION-0101262,TICKET-005631,2026-07-19T08:28:00Z,assist,suggestion_sent,First response.
INTERACTION-0101263,TICKET-005632,2026-07-19T07:33:00Z,customer,message,Initial report.
INTERACTION-0101264,TICKET-005632,2026-07-19T09:17:00Z,agent,message,First response.
INTERACTION-0101265,TICKET-005633,2026-07-06T07:43:00Z,customer,message,Initial report.
INTERACTION-0101266,TICKET-005633,2026-07-06T07:58:00Z,assist,suggestion_sent,First response.
INTERACTION-0101267,TICKET-005634,2026-07-16T15:12:00Z,customer,message,Initial report.
INTERACTION-0101268,TICKET-005634,2026-07-16T15:49:00Z,assist,suggestion_sent,First response.
INTERACTION-0101269,TICKET-005635,2026-07-14T15:49:00Z,customer,message,Initial report.
INTERACTION-0101270,TICKET-005635,2026-07-14T19:09:00Z,agent,message,First response.
INTERACTION-0101271,TICKET-005636,2026-07-16T09:56:00Z,customer,message,Initial report.
INTERACTION-0101272,TICKET-005636,2026-07-16T12:48:00Z,agent,message,First response.
INTERACTION-0101273,TICKET-005637,2026-07-16T08:13:00Z,customer,message,Initial report.
INTERACTION-0101274,TICKET-005637,2026-07-16T10:53:00Z,agent,message,First response.
INTERACTION-0101275,TICKET-005638,2026-07-17T16:39:00Z,customer,message,Initial report.
INTERACTION-0101276,TICKET-005638,2026-07-17T17:03:00Z,assist,suggestion_sent,First response.
INTERACTION-0101277,TICKET-005639,2026-07-14T17:49:00Z,customer,message,Initial report.
INTERACTION-0101278,TICKET-005639,2026-07-14T18:20:00Z,assist,suggestion_sent,First response.
INTERACTION-0101279,TICKET-005640,2026-07-18T11:55:00Z,customer,message,Initial report.
INTERACTION-0101280,TICKET-005640,2026-07-18T14:40:00Z,agent,message,First response.
INTERACTION-0101281,TICKET-005641,2026-07-17T09:16:00Z,customer,message,Initial report.
INTERACTION-0101282,TICKET-005641,2026-07-17T11:07:00Z,agent,message,First response.
INTERACTION-0101283,TICKET-005642,2026-07-09T08:51:00Z,customer,message,Initial report.
INTERACTION-0101284,TICKET-005642,2026-07-09T10:58:00Z,agent,message,First response.
INTERACTION-0101285,TICKET-005643,2026-07-05T09:25:00Z,customer,message,Initial report.
INTERACTION-0101286,TICKET-005643,2026-07-05T11:35:00Z,agent,message,First response.
INTERACTION-0101287,TICKET-005644,2026-07-22T18:51:00Z,customer,message,Initial report.
INTERACTION-0101288,TICKET-005644,2026-07-22T21:16:00Z,agent,message,First response.
INTERACTION-0101289,TICKET-005645,2026-07-05T10:39:00Z,customer,message,Initial report.
INTERACTION-0101290,TICKET-005645,2026-07-05T12:25:00Z,agent,message,First response.
INTERACTION-0101291,TICKET-005646,2026-07-14T10:24:00Z,customer,message,Initial report.
INTERACTION-0101292,TICKET-005646,2026-07-14T12:29:00Z,agent,message,First response.
INTERACTION-0101293,TICKET-005647,2026-07-02T10:43:00Z,customer,message,Initial report.
INTERACTION-0101294,TICKET-005647,2026-07-02T12:47:00Z,agent,message,First response.
INTERACTION-0101295,TICKET-005648,2026-07-17T14:48:00Z,customer,message,Initial report.
INTERACTION-0101296,TICKET-005648,2026-07-17T16:05:00Z,agent,message,First response.
INTERACTION-0101297,TICKET-005649,2026-07-09T11:20:00Z,customer,message,Initial report.
INTERACTION-0101298,TICKET-005649,2026-07-09T11:32:00Z,agent,message,First response.
INTERACTION-0101299,TICKET-005650,2026-07-26T07:40:00Z,customer,message,Initial report.
INTERACTION-0101300,TICKET-005650,2026-07-26T09:17:00Z,agent,message,First response.
INTERACTION-0101301,TICKET-005651,2026-07-27T15:43:00Z,customer,message,Initial report.
INTERACTION-0101302,TICKET-005651,2026-07-27T18:08:00Z,agent,message,First response.
INTERACTION-0101303,TICKET-005652,2026-07-25T18:58:00Z,customer,message,Initial report.
INTERACTION-0101304,TICKET-005652,2026-07-25T20:23:00Z,agent,message,First response.
INTERACTION-0101305,TICKET-005653,2026-07-03T17:32:00Z,customer,message,Initial report.
INTERACTION-0101306,TICKET-005653,2026-07-03T17:46:00Z,assist,suggestion_sent,First response.
INTERACTION-0101307,TICKET-005654,2026-07-13T14:00:00Z,customer,message,Initial report.
INTERACTION-0101308,TICKET-005654,2026-07-13T14:12:00Z,agent,message,First response.
INTERACTION-0101309,TICKET-005655,2026-07-19T11:02:00Z,customer,message,Initial report.
INTERACTION-0101310,TICKET-005655,2026-07-19T11:42:00Z,assist,suggestion_sent,First response.
INTERACTION-0101311,TICKET-005656,2026-07-16T11:26:00Z,customer,message,Initial report.
INTERACTION-0101312,TICKET-005656,2026-07-16T11:53:00Z,assist,suggestion_sent,First response.
INTERACTION-0101313,TICKET-005657,2026-07-15T10:04:00Z,customer,message,Initial report.
INTERACTION-0101314,TICKET-005657,2026-07-15T12:29:00Z,agent,message,First response.
INTERACTION-0101315,TICKET-005658,2026-07-12T07:50:00Z,customer,message,Initial report.
INTERACTION-0101316,TICKET-005658,2026-07-12T09:46:00Z,agent,message,First response.
INTERACTION-0101317,TICKET-005659,2026-07-04T08:54:00Z,customer,message,Initial report.
INTERACTION-0101318,TICKET-005659,2026-07-04T12:02:00Z,agent,message,First response.
INTERACTION-0101319,TICKET-005660,2026-07-15T11:23:00Z,customer,message,Initial report.
INTERACTION-0101320,TICKET-005660,2026-07-15T14:59:00Z,agent,message,First response.
INTERACTION-0101321,TICKET-005661,2026-07-02T10:08:00Z,customer,message,Initial report.
INTERACTION-0101322,TICKET-005661,2026-07-02T10:40:00Z,assist,suggestion_sent,First response.
INTERACTION-0101323,TICKET-005662,2026-07-26T11:30:00Z,customer,message,Initial report.
INTERACTION-0101324,TICKET-005662,2026-07-26T11:50:00Z,assist,suggestion_sent,First response.
INTERACTION-0101325,TICKET-005663,2026-07-02T17:52:00Z,customer,message,Initial report.
INTERACTION-0101326,TICKET-005663,2026-07-02T19:49:00Z,agent,message,First response.
INTERACTION-0101327,TICKET-005664,2026-07-10T14:12:00Z,customer,message,Initial report.
INTERACTION-0101328,TICKET-005664,2026-07-10T14:24:00Z,agent,message,First response.
INTERACTION-0101329,TICKET-005665,2026-07-22T15:11:00Z,customer,message,Initial report.
INTERACTION-0101330,TICKET-005665,2026-07-22T16:12:00Z,agent,message,First response.
INTERACTION-0101331,TICKET-005666,2026-07-23T10:57:00Z,customer,message,Initial report.
INTERACTION-0101332,TICKET-005666,2026-07-23T12:55:00Z,agent,message,First response.
INTERACTION-0101333,TICKET-005667,2026-07-12T09:08:00Z,customer,message,Initial report.
INTERACTION-0101334,TICKET-005667,2026-07-12T12:12:00Z,agent,message,First response.
INTERACTION-0101335,TICKET-005668,2026-07-06T18:09:00Z,customer,message,Initial report.
INTERACTION-0101336,TICKET-005668,2026-07-06T18:20:00Z,assist,suggestion_sent,First response.
INTERACTION-0101337,TICKET-005669,2026-07-13T17:31:00Z,customer,message,Initial report.
INTERACTION-0101338,TICKET-005669,2026-07-13T18:11:00Z,assist,suggestion_sent,First response.
INTERACTION-0101339,TICKET-005670,2026-07-22T11:45:00Z,customer,message,Initial report.
INTERACTION-0101340,TICKET-005670,2026-07-22T12:25:00Z,assist,suggestion_sent,First response.
INTERACTION-0101341,TICKET-005671,2026-07-12T18:45:00Z,customer,message,Initial report.
INTERACTION-0101342,TICKET-005671,2026-07-12T20:38:00Z,agent,message,First response.
INTERACTION-0101343,TICKET-005672,2026-07-16T13:44:00Z,customer,message,Initial report.
INTERACTION-0101344,TICKET-005672,2026-07-16T14:19:00Z,assist,suggestion_sent,First response.
INTERACTION-0101345,TICKET-005673,2026-07-06T12:36:00Z,customer,message,Initial report.
INTERACTION-0101346,TICKET-005673,2026-07-06T12:44:00Z,assist,suggestion_sent,First response.
INTERACTION-0101347,TICKET-005674,2026-07-27T12:47:00Z,customer,message,Initial report.
INTERACTION-0101348,TICKET-005674,2026-07-27T14:14:00Z,agent,message,First response.
INTERACTION-0101349,TICKET-005675,2026-07-25T08:13:00Z,customer,message,Initial report.
INTERACTION-0101350,TICKET-005675,2026-07-25T10:34:00Z,agent,message,First response.
INTERACTION-0101351,TICKET-005676,2026-07-11T08:07:00Z,customer,message,Initial report.
INTERACTION-0101352,TICKET-005676,2026-07-11T08:39:00Z,agent,message,First response.
INTERACTION-0101353,TICKET-005677,2026-07-04T09:14:00Z,customer,message,Initial report.
INTERACTION-0101354,TICKET-005677,2026-07-04T12:02:00Z,agent,message,First response.
INTERACTION-0101355,TICKET-005678,2026-07-26T12:56:00Z,customer,message,Initial report.
INTERACTION-0101356,TICKET-005678,2026-07-26T14:47:00Z,agent,message,First response.
INTERACTION-0101357,TICKET-005679,2026-07-10T08:58:00Z,customer,message,Initial report.
INTERACTION-0101358,TICKET-005679,2026-07-10T09:36:00Z,assist,suggestion_sent,First response.
INTERACTION-0101359,TICKET-005680,2026-07-06T16:36:00Z,customer,message,Initial report.
INTERACTION-0101360,TICKET-005680,2026-07-06T16:53:00Z,assist,suggestion_sent,First response.
INTERACTION-0101361,TICKET-005681,2026-07-21T10:48:00Z,customer,message,Initial report.
INTERACTION-0101362,TICKET-005681,2026-07-21T13:10:00Z,agent,message,First response.
INTERACTION-0101363,TICKET-005682,2026-07-20T18:31:00Z,customer,message,Initial report.
INTERACTION-0101364,TICKET-005682,2026-07-20T20:06:00Z,agent,message,First response.
INTERACTION-0101365,TICKET-005683,2026-07-15T15:18:00Z,customer,message,Initial report.
INTERACTION-0101366,TICKET-005683,2026-07-15T15:30:00Z,agent,message,First response.
INTERACTION-0101367,TICKET-005684,2026-07-10T18:36:00Z,customer,message,Initial report.
INTERACTION-0101368,TICKET-005684,2026-07-10T19:49:00Z,agent,message,First response.
INTERACTION-0101369,TICKET-005685,2026-07-17T12:01:00Z,customer,message,Initial report.
INTERACTION-0101370,TICKET-005685,2026-07-17T12:23:00Z,assist,suggestion_sent,First response.
INTERACTION-0101371,TICKET-005686,2026-07-06T09:29:00Z,customer,message,Initial report.
INTERACTION-0101372,TICKET-005686,2026-07-06T09:54:00Z,assist,suggestion_sent,First response.
INTERACTION-0101373,TICKET-005687,2026-07-26T09:59:00Z,customer,message,Initial report.
INTERACTION-0101374,TICKET-005687,2026-07-26T12:14:00Z,agent,message,First response.
INTERACTION-0101375,TICKET-005688,2026-07-04T13:55:00Z,customer,message,Initial report.
INTERACTION-0101376,TICKET-005688,2026-07-04T14:28:00Z,assist,suggestion_sent,First response.
INTERACTION-0101377,TICKET-005689,2026-07-17T13:23:00Z,customer,message,Initial report.
INTERACTION-0101378,TICKET-005689,2026-07-17T15:45:00Z,agent,message,First response.
INTERACTION-0101379,TICKET-005690,2026-07-05T16:38:00Z,customer,message,Initial report.
INTERACTION-0101380,TICKET-005690,2026-07-05T16:57:00Z,assist,suggestion_sent,First response.
INTERACTION-0101381,TICKET-005691,2026-07-26T11:04:00Z,customer,message,Initial report.
INTERACTION-0101382,TICKET-005691,2026-07-26T11:25:00Z,assist,suggestion_sent,First response.
INTERACTION-0101383,TICKET-005692,2026-07-15T09:21:00Z,customer,message,Initial report.
INTERACTION-0101384,TICKET-005692,2026-07-15T11:06:00Z,agent,message,First response.
INTERACTION-0101385,TICKET-005693,2026-07-09T15:46:00Z,customer,message,Initial report.
INTERACTION-0101386,TICKET-005693,2026-07-09T18:52:00Z,agent,message,First response.
INTERACTION-0101387,TICKET-005694,2026-07-03T17:41:00Z,customer,message,Initial report.
INTERACTION-0101388,TICKET-005694,2026-07-03T19:57:00Z,agent,message,First response.
INTERACTION-0101389,TICKET-005695,2026-07-11T17:49:00Z,customer,message,Initial report.
INTERACTION-0101390,TICKET-005695,2026-07-11T19:32:00Z,agent,message,First response.
INTERACTION-0101391,TICKET-005696,2026-07-16T10:09:00Z,customer,message,Initial report.
INTERACTION-0101392,TICKET-005696,2026-07-16T10:21:00Z,agent,message,First response.
INTERACTION-0101393,TICKET-005697,2026-07-02T15:52:00Z,customer,message,Initial report.
INTERACTION-0101394,TICKET-005697,2026-07-02T16:12:00Z,agent,message,First response.
INTERACTION-0101395,TICKET-005698,2026-07-25T10:21:00Z,customer,message,Initial report.
INTERACTION-0101396,TICKET-005698,2026-07-25T11:05:00Z,agent,message,First response.
INTERACTION-0101397,TICKET-005699,2026-07-12T07:07:00Z,customer,message,Initial report.
INTERACTION-0101398,TICKET-005699,2026-07-12T07:57:00Z,agent,message,First response.
INTERACTION-0101399,TICKET-005700,2026-07-06T11:33:00Z,customer,message,Initial report.
INTERACTION-0101400,TICKET-005700,2026-07-06T14:20:00Z,agent,message,First response.
INTERACTION-0101401,TICKET-005701,2026-07-09T12:15:00Z,customer,message,Initial report.
INTERACTION-0101402,TICKET-005701,2026-07-09T13:46:00Z,agent,message,First response.
INTERACTION-0101403,TICKET-005702,2026-07-17T11:34:00Z,customer,message,Initial report.
INTERACTION-0101404,TICKET-005702,2026-07-17T15:13:00Z,agent,message,First response.
INTERACTION-0101405,TICKET-005703,2026-07-21T07:44:00Z,customer,message,Initial report.
INTERACTION-0101406,TICKET-005703,2026-07-21T08:08:00Z,agent,message,First response.
INTERACTION-0101407,TICKET-005704,2026-07-10T17:13:00Z,customer,message,Initial report.
INTERACTION-0101408,TICKET-005704,2026-07-10T19:17:00Z,agent,message,First response.
INTERACTION-0101409,TICKET-005705,2026-07-24T17:32:00Z,customer,message,Initial report.
INTERACTION-0101410,TICKET-005705,2026-07-24T19:07:00Z,agent,message,First response.
INTERACTION-0101411,TICKET-005706,2026-07-20T07:44:00Z,customer,message,Initial report.
INTERACTION-0101412,TICKET-005706,2026-07-20T08:24:00Z,assist,suggestion_sent,First response.
INTERACTION-0101413,TICKET-005707,2026-07-02T18:07:00Z,customer,message,Initial report.
INTERACTION-0101414,TICKET-005707,2026-07-02T18:42:00Z,assist,suggestion_sent,First response.
INTERACTION-0101415,TICKET-005708,2026-07-15T08:31:00Z,customer,message,Initial report.
INTERACTION-0101416,TICKET-005708,2026-07-15T09:02:00Z,assist,suggestion_sent,First response.
INTERACTION-0101417,TICKET-005709,2026-07-02T17:51:00Z,customer,message,Initial report.
INTERACTION-0101418,TICKET-005709,2026-07-02T18:16:00Z,assist,suggestion_sent,First response.
INTERACTION-0101419,TICKET-005710,2026-07-06T17:03:00Z,customer,message,Initial report.
INTERACTION-0101420,TICKET-005710,2026-07-06T19:13:00Z,agent,message,First response.
INTERACTION-0101421,TICKET-005711,2026-07-08T17:51:00Z,customer,message,Initial report.
INTERACTION-0101422,TICKET-005711,2026-07-08T18:14:00Z,assist,suggestion_sent,First response.
INTERACTION-0101423,TICKET-005712,2026-07-12T14:26:00Z,customer,message,Initial report.
INTERACTION-0101424,TICKET-005712,2026-07-12T16:09:00Z,agent,message,First response.
INTERACTION-0101425,TICKET-005713,2026-07-25T13:43:00Z,customer,message,Initial report.
INTERACTION-0101426,TICKET-005713,2026-07-25T16:40:00Z,agent,message,First response.
INTERACTION-0101427,TICKET-005714,2026-07-10T11:15:00Z,customer,message,Initial report.
INTERACTION-0101428,TICKET-005714,2026-07-10T12:35:00Z,agent,message,First response.
INTERACTION-0101429,TICKET-005715,2026-07-07T14:35:00Z,customer,message,Initial report.
INTERACTION-0101430,TICKET-005715,2026-07-07T14:51:00Z,assist,suggestion_sent,First response.
INTERACTION-0101431,TICKET-005716,2026-07-13T09:03:00Z,customer,message,Initial report.
INTERACTION-0101432,TICKET-005716,2026-07-13T09:21:00Z,assist,suggestion_sent,First response.
INTERACTION-0101433,TICKET-005717,2026-07-13T10:48:00Z,customer,message,Initial report.
INTERACTION-0101434,TICKET-005717,2026-07-13T14:19:00Z,agent,message,First response.
INTERACTION-0101435,TICKET-005718,2026-07-11T14:44:00Z,customer,message,Initial report.
INTERACTION-0101436,TICKET-005718,2026-07-11T16:13:00Z,agent,message,First response.
INTERACTION-0101437,TICKET-005719,2026-07-11T17:18:00Z,customer,message,Initial report.
INTERACTION-0101438,TICKET-005719,2026-07-11T18:42:00Z,agent,message,First response.
INTERACTION-0101439,TICKET-005720,2026-07-02T16:50:00Z,customer,message,Initial report.
INTERACTION-0101440,TICKET-005720,2026-07-02T17:24:00Z,assist,suggestion_sent,First response.
INTERACTION-0101441,TICKET-005721,2026-07-02T10:29:00Z,customer,message,Initial report.
INTERACTION-0101442,TICKET-005721,2026-07-02T12:57:00Z,agent,message,First response.
INTERACTION-0101443,TICKET-005722,2026-07-14T14:30:00Z,customer,message,Initial report.
INTERACTION-0101444,TICKET-005722,2026-07-14T16:12:00Z,agent,message,First response.
INTERACTION-0101445,TICKET-005723,2026-07-22T10:18:00Z,customer,message,Initial report.
INTERACTION-0101446,TICKET-005723,2026-07-22T12:46:00Z,agent,message,First response.
INTERACTION-0101447,TICKET-005724,2026-07-05T12:29:00Z,customer,message,Initial report.
INTERACTION-0101448,TICKET-005724,2026-07-05T13:18:00Z,agent,message,First response.
INTERACTION-0101449,TICKET-005725,2026-07-03T15:08:00Z,customer,message,Initial report.
INTERACTION-0101450,TICKET-005725,2026-07-03T15:55:00Z,agent,message,First response.
INTERACTION-0101451,TICKET-005726,2026-07-02T16:49:00Z,customer,message,Initial report.
INTERACTION-0101452,TICKET-005726,2026-07-02T18:36:00Z,agent,message,First response.
INTERACTION-0101453,TICKET-005727,2026-07-08T12:42:00Z,customer,message,Initial report.
INTERACTION-0101454,TICKET-005727,2026-07-08T14:00:00Z,agent,message,First response.
INTERACTION-0101455,TICKET-005728,2026-07-04T11:11:00Z,customer,message,Initial report.
INTERACTION-0101456,TICKET-005728,2026-07-04T14:04:00Z,agent,message,First response.
INTERACTION-0101457,TICKET-005729,2026-07-21T17:04:00Z,customer,message,Initial report.
INTERACTION-0101458,TICKET-005729,2026-07-21T17:43:00Z,assist,suggestion_sent,First response.
INTERACTION-0101459,TICKET-005730,2026-07-18T14:01:00Z,customer,message,Initial report.
INTERACTION-0101460,TICKET-005730,2026-07-18T14:27:00Z,assist,suggestion_sent,First response.
INTERACTION-0101461,TICKET-005731,2026-07-18T15:37:00Z,customer,message,Initial report.
INTERACTION-0101462,TICKET-005731,2026-07-18T16:57:00Z,agent,message,First response.
INTERACTION-0101463,TICKET-005732,2026-07-20T09:45:00Z,customer,message,Initial report.
INTERACTION-0101464,TICKET-005732,2026-07-20T11:27:00Z,agent,message,First response.
INTERACTION-0101465,TICKET-005733,2026-07-18T14:28:00Z,customer,message,Initial report.
INTERACTION-0101466,TICKET-005733,2026-07-18T14:43:00Z,assist,suggestion_sent,First response.
INTERACTION-0101467,TICKET-005734,2026-07-07T15:06:00Z,customer,message,Initial report.
INTERACTION-0101468,TICKET-005734,2026-07-07T16:50:00Z,agent,message,First response.
INTERACTION-0101469,TICKET-005735,2026-07-15T09:45:00Z,customer,message,Initial report.
INTERACTION-0101470,TICKET-005735,2026-07-15T12:45:00Z,agent,message,First response.
INTERACTION-0101471,TICKET-005736,2026-07-05T08:12:00Z,customer,message,Initial report.
INTERACTION-0101472,TICKET-005736,2026-07-05T08:24:00Z,agent,message,First response.
INTERACTION-0101473,TICKET-005737,2026-07-10T17:46:00Z,customer,message,Initial report.
INTERACTION-0101474,TICKET-005737,2026-07-10T20:32:00Z,agent,message,First response.
INTERACTION-0101475,TICKET-005738,2026-07-23T10:49:00Z,customer,message,Initial report.
INTERACTION-0101476,TICKET-005738,2026-07-23T11:16:00Z,assist,suggestion_sent,First response.
INTERACTION-0101477,TICKET-005739,2026-07-01T08:40:00Z,customer,message,Initial report.
INTERACTION-0101478,TICKET-005739,2026-07-01T11:06:00Z,agent,message,First response.
INTERACTION-0101479,TICKET-005740,2026-07-13T18:34:00Z,customer,message,Initial report.
INTERACTION-0101480,TICKET-005740,2026-07-13T20:24:00Z,agent,message,First response.
INTERACTION-0101481,TICKET-005741,2026-07-20T07:45:00Z,customer,message,Initial report.
INTERACTION-0101482,TICKET-005741,2026-07-20T08:51:00Z,agent,message,First response.
INTERACTION-0101483,TICKET-005742,2026-07-24T13:37:00Z,customer,message,Initial report.
INTERACTION-0101484,TICKET-005742,2026-07-24T13:46:00Z,assist,suggestion_sent,First response.
INTERACTION-0101485,TICKET-005743,2026-07-24T17:03:00Z,customer,message,Initial report.
INTERACTION-0101486,TICKET-005743,2026-07-24T18:31:00Z,agent,message,First response.
INTERACTION-0101487,TICKET-005744,2026-07-02T14:09:00Z,customer,message,Initial report.
INTERACTION-0101488,TICKET-005744,2026-07-02T14:44:00Z,assist,suggestion_sent,First response.
INTERACTION-0101489,TICKET-005745,2026-07-12T08:51:00Z,customer,message,Initial report.
INTERACTION-0101490,TICKET-005745,2026-07-12T09:29:00Z,assist,suggestion_sent,First response.
INTERACTION-0101491,TICKET-005746,2026-07-20T10:18:00Z,customer,message,Initial report.
INTERACTION-0101492,TICKET-005746,2026-07-20T11:27:00Z,agent,message,First response.
INTERACTION-0101493,TICKET-005747,2026-07-07T10:46:00Z,customer,message,Initial report.
INTERACTION-0101494,TICKET-005747,2026-07-07T11:03:00Z,assist,suggestion_sent,First response.
INTERACTION-0101495,TICKET-005748,2026-07-03T18:37:00Z,customer,message,Initial report.
INTERACTION-0101496,TICKET-005748,2026-07-03T19:47:00Z,agent,message,First response.
INTERACTION-0101497,TICKET-005749,2026-07-08T09:22:00Z,customer,message,Initial report.
INTERACTION-0101498,TICKET-005749,2026-07-08T12:14:00Z,agent,message,First response.
INTERACTION-0101499,TICKET-005750,2026-07-08T07:26:00Z,customer,message,Initial report.
INTERACTION-0101500,TICKET-005750,2026-07-08T08:49:00Z,agent,message,First response.
INTERACTION-0101501,TICKET-005751,2026-07-08T11:34:00Z,customer,message,Initial report.
INTERACTION-0101502,TICKET-005751,2026-07-08T14:24:00Z,agent,message,First response.
INTERACTION-0101503,TICKET-005752,2026-07-22T12:23:00Z,customer,message,Initial report.
