suggestion_id,ticket_id,created_at,article_ids,confidence,route,route_reason,sent
SUGGESTION-000852,TICKET-006098,2026-08-13T10:10:00Z,ARTICLE-0142,0.9,human_review,area is consequential,0
SUGGESTION-000853,TICKET-006099,2026-08-16T09:24:00Z,ARTICLE-0142,0.68,auto_send,confidence above threshold,1
SUGGESTION-000854,TICKET-006100,2026-08-03T13:39:00Z,ARTICLE-0142,0.55,auto_send,confidence above threshold,1
SUGGESTION-000855,TICKET-006103,2026-08-23T15:01:00Z,ARTICLE-0142,0.94,auto_send,confidence above threshold,1
SUGGESTION-000856,TICKET-006104,2026-08-06T12:12:00Z,ARTICLE-0142,0.6,human_review,area is consequential,0
SUGGESTION-000857,TICKET-006105,2026-08-10T17:26:00Z,ARTICLE-0142,0.68,auto_send,confidence above threshold,1
SUGGESTION-000858,TICKET-006108,2026-08-18T18:52:00Z,ARTICLE-0142,0.6,human_review,area is consequential,0
SUGGESTION-000859,TICKET-006109,2026-08-02T11:31:00Z,ARTICLE-0142,0.6,auto_send,confidence above threshold,1
SUGGESTION-000860,TICKET-006110,2026-08-23T16:02:00Z,ARTICLE-0142,0.58,auto_send,confidence above threshold,1
SUGGESTION-000861,TICKET-006111,2026-08-27T12:17:00Z,ARTICLE-0142,0.68,auto_send,confidence above threshold,1
SUGGESTION-000862,TICKET-006112,2026-08-01T11:58:00Z,ARTICLE-0142,0.91,human_review,area is consequential,0
SUGGESTION-000863,TICKET-006113,2026-08-14T10:57:00Z,ARTICLE-0142,0.92,auto_send,confidence above threshold,1
SUGGESTION-000864,TICKET-006114,2026-08-08T08:10:00Z,ARTICLE-0142,0.92,human_review,area is consequential,0
SUGGESTION-000865,TICKET-006115,2026-08-05T13:42:00Z,ARTICLE-0142,0.83,auto_send,confidence above threshold,1
SUGGESTION-000866,TICKET-006118,2026-08-25T07:15:00Z,ARTICLE-0142,0.72,human_review,area is consequential,0
SUGGESTION-000867,TICKET-006119,2026-08-01T16:36:00Z,ARTICLE-0142,0.88,human_review,area is consequential,0
SUGGESTION-000868,TICKET-006120,2026-08-15T11:42:00Z,ARTICLE-0142,0.83,auto_send,confidence above threshold,1
SUGGESTION-000869,TICKET-006121,2026-08-06T18:08:00Z,ARTICLE-0142,0.61,auto_send,confidence above threshold,1
SUGGESTION-000870,TICKET-006122,2026-08-24T07:33:00Z,ARTICLE-0142,0.7,human_review,area is consequential,0
SUGGESTION-000871,TICKET-006123,2026-08-26T15:24:00Z,ARTICLE-0142,0.74,auto_send,confidence above threshold,1
SUGGESTION-000872,TICKET-006125,2026-08-27T18:59:00Z,ARTICLE-0142,0.6,auto_send,confidence above threshold,1
SUGGESTION-000873,TICKET-006126,2026-08-09T08:51:00Z,ARTICLE-0142,0.6,human_review,area is consequential,0
SUGGESTION-000874,TICKET-006127,2026-08-11T18:55:00Z,ARTICLE-0142,0.7,human_review,area is consequential,0
SUGGESTION-000875,TICKET-006128,2026-08-25T09:12:00Z,ARTICLE-0142,0.86,human_review,area is consequential,0
SUGGESTION-000876,TICKET-006129,2026-08-04T16:13:00Z,ARTICLE-0142,0.61,auto_send,confidence above threshold,1
SUGGESTION-000877,TICKET-006130,2026-08-27T10:13:00Z,ARTICLE-0142,0.62,auto_send,confidence above threshold,1
SUGGESTION-000878,TICKET-006133,2026-08-08T15:14:00Z,ARTICLE-0142,0.86,auto_send,confidence above threshold,1
SUGGESTION-000879,TICKET-006135,2026-08-26T13:45:00Z,ARTICLE-0142,0.95,auto_send,confidence above threshold,1
SUGGESTION-000880,TICKET-006136,2026-08-25T10:54:00Z,ARTICLE-0142,0.94,human_review,area is consequential,0
SUGGESTION-000881,TICKET-006137,2026-08-21T11:08:00Z,ARTICLE-0142,0.73,auto_send,confidence above threshold,1
SUGGESTION-000882,TICKET-006138,2026-08-22T14:23:00Z,ARTICLE-0142,0.7,auto_send,confidence above threshold,1
SUGGESTION-000883,TICKET-006139,2026-08-10T18:54:00Z,ARTICLE-0142,0.79,auto_send,confidence above threshold,1
SUGGESTION-000884,TICKET-006140,2026-08-18T15:53:00Z,ARTICLE-0142,0.84,auto_send,confidence above threshold,1
SUGGESTION-000885,TICKET-006142,2026-08-25T11:36:00Z,ARTICLE-0142,0.64,auto_send,confidence above threshold,1
SUGGESTION-000886,TICKET-006143,2026-08-05T07:17:00Z,ARTICLE-0142,0.65,auto_send,confidence above threshold,1
SUGGESTION-000887,TICKET-006144,2026-08-02T09:13:00Z,ARTICLE-0142,0.9,human_review,area is consequential,0
SUGGESTION-000888,TICKET-006146,2026-08-12T08:22:00Z,ARTICLE-0142,0.58,auto_send,confidence above threshold,1
SUGGESTION-000889,TICKET-006147,2026-08-08T12:17:00Z,ARTICLE-0142,0.79,human_review,area is consequential,0
SUGGESTION-000890,TICKET-006149,2026-08-05T17:14:00Z,ARTICLE-0142,0.9,auto_send,confidence above threshold,1
SUGGESTION-000891,TICKET-006150,2026-08-23T10:21:00Z,ARTICLE-0142,0.68,human_review,area is consequential,0
SUGGESTION-000892,TICKET-006151,2026-08-25T18:00:00Z,ARTICLE-0142,0.62,human_review,area is consequential,0
SUGGESTION-000893,TICKET-006153,2026-08-27T09:10:00Z,ARTICLE-0142,0.83,auto_send,confidence above threshold,1
SUGGESTION-000894,TICKET-006154,2026-08-14T09:28:00Z,ARTICLE-0142,0.79,human_review,area is consequential,0
SUGGESTION-000895,TICKET-006155,2026-08-08T13:23:00Z,ARTICLE-0142,0.79,human_review,area is consequential,0
SUGGESTION-000896,TICKET-006156,2026-08-11T13:51:00Z,ARTICLE-0142,0.88,auto_send,confidence above threshold,1
SUGGESTION-000897,TICKET-006157,2026-08-15T14:37:00Z,ARTICLE-0142,0.61,auto_send,confidence above threshold,1
SUGGESTION-000898,TICKET-006158,2026-08-26T09:29:00Z,ARTICLE-0142,0.94,auto_send,confidence above threshold,1
SUGGESTION-000899,TICKET-006159,2026-08-12T11:33:00Z,ARTICLE-0142,0.78,human_review,area is consequential,0
SUGGESTION-000900,TICKET-006161,2026-08-06T09:50:00Z,ARTICLE-0142,0.55,auto_send,confidence above threshold,1
SUGGESTION-000901,TICKET-006162,2026-08-12T13:36:00Z,ARTICLE-0142,0.71,human_review,area is consequential,0
SUGGESTION-000902,TICKET-006166,2026-08-24T14:54:00Z,ARTICLE-0142,0.8,auto_send,confidence above threshold,1
SUGGESTION-000903,TICKET-006167,2026-08-07T09:12:00Z,ARTICLE-0142,0.67,human_review,area is consequential,0
SUGGESTION-000904,TICKET-006168,2026-08-27T14:19:00Z,ARTICLE-0142,0.92,auto_send,confidence above threshold,1
SUGGESTION-000905,TICKET-006170,2026-08-02T15:29:00Z,ARTICLE-0142,0.92,human_review,area is consequential,0
SUGGESTION-000906,TICKET-006171,2026-08-03T15:06:00Z,ARTICLE-0142,0.69,auto_send,confidence above threshold,1
SUGGESTION-000907,TICKET-006172,2026-08-26T10:24:00Z,ARTICLE-0142,0.67,auto_send,confidence above threshold,1
SUGGESTION-000908,TICKET-006173,2026-08-15T14:21:00Z,ARTICLE-0142,0.94,auto_send,confidence above threshold,1
SUGGESTION-000909,TICKET-006174,2026-08-22T13:02:00Z,ARTICLE-0142,0.57,auto_send,confidence above threshold,1
SUGGESTION-000910,TICKET-006175,2026-08-01T13:49:00Z,ARTICLE-0142,0.73,auto_send,confidence above threshold,1
SUGGESTION-000911,TICKET-006176,2026-08-16T17:21:00Z,ARTICLE-0142,0.82,auto_send,confidence above threshold,1
SUGGESTION-000912,TICKET-006177,2026-08-26T15:09:00Z,ARTICLE-0142,0.73,auto_send,confidence above threshold,1
SUGGESTION-000913,TICKET-006178,2026-08-18T13:59:00Z,ARTICLE-0142,0.61,auto_send,confidence above threshold,1
SUGGESTION-000914,TICKET-006179,2026-08-23T14:48:00Z,ARTICLE-0142,0.78,auto_send,confidence above threshold,1
SUGGESTION-000915,TICKET-006180,2026-08-27T16:00:00Z,ARTICLE-0142,0.95,human_review,area is consequential,0
SUGGESTION-000916,TICKET-006182,2026-08-13T16:37:00Z,ARTICLE-0142,0.81,auto_send,confidence above threshold,1
SUGGESTION-000917,TICKET-006183,2026-08-22T16:49:00Z,ARTICLE-0142,0.96,human_review,area is consequential,0
SUGGESTION-000918,TICKET-006184,2026-08-05T07:13:00Z,ARTICLE-0142,0.86,auto_send,confidence above threshold,1
SUGGESTION-000919,TICKET-006185,2026-08-09T18:26:00Z,ARTICLE-0142,0.74,auto_send,confidence above threshold,1
SUGGESTION-000920,TICKET-006187,2026-08-17T08:15:00Z,ARTICLE-0142,0.63,auto_send,confidence above threshold,1
SUGGESTION-000921,TICKET-006188,2026-08-08T10:37:00Z,ARTICLE-0142,0.73,human_review,area is consequential,0
SUGGESTION-000922,TICKET-006189,2026-08-12T11:45:00Z,ARTICLE-0142,0.58,human_review,area is consequential,0
SUGGESTION-000923,TICKET-006190,2026-08-19T11:54:00Z,ARTICLE-0142,0.73,human_review,area is consequential,0
SUGGESTION-000924,TICKET-006191,2026-08-03T12:18:00Z,ARTICLE-0142,0.56,auto_send,confidence above threshold,1
SUGGESTION-000925,TICKET-006192,2026-08-06T16:40:00Z,ARTICLE-0142,0.85,auto_send,confidence above threshold,1
SUGGESTION-000926,TICKET-006193,2026-08-03T08:45:00Z,ARTICLE-0142,0.75,human_review,area is consequential,0
SUGGESTION-000927,TICKET-006194,2026-08-11T18:07:00Z,ARTICLE-0142,0.88,human_review,area is consequential,0
SUGGESTION-000928,TICKET-006195,2026-08-22T10:31:00Z,ARTICLE-0142,0.77,human_review,area is consequential,0
SUGGESTION-000929,TICKET-006196,2026-08-17T17:41:00Z,ARTICLE-0142,0.96,human_review,area is consequential,0
SUGGESTION-000930,TICKET-006197,2026-08-27T07:23:00Z,ARTICLE-0142,0.91,human_review,area is consequential,0
SUGGESTION-000931,TICKET-006199,2026-08-25T16:27:00Z,ARTICLE-0142,0.65,auto_send,confidence above threshold,1
SUGGESTION-000932,TICKET-006200,2026-08-22T10:03:00Z,ARTICLE-0142,0.94,human_review,area is consequential,0
SUGGESTION-000933,TICKET-006201,2026-08-20T15:54:00Z,ARTICLE-0142,0.83,auto_send,confidence above threshold,1
